4.4,27.548387,5.534839,-34.920702,-34.920702
2.9,28.09,5.936333,-34.920702,-35.7756
9.7,28.93871,5.887742,-35.7756,-35.784706
82,28.243333,4.896667,-35.784706,-35.783301
243.2,26.980645,3.780968,-35.783301,-35.76453
522.2,26.587097,3.586452,-35.76453,-35.770261
379.8,26.334483,3.327586,-35.770261,-35.780321
308,26.725806,3.721613,-35.780321,-35.791858
175.9,27.143333,3.776667,-35.791858,-35.806757
138.6,27.66129,3.782581,-35.806757,-35.808723
41,27.946667,4.178667,-35.808723,-35.845979
36,28.054839,4.863548,-35.845979,-35.855888
35.5,28.248387,5.218065,-35.855888,-35.850385
96,28.16,5.303,-35.850385,-35.838532
139.6,27.658065,4.674516,-35.838532,-36.06561
237,27.336667,4.214,-36.06561,-38.07632
410.6,26.070968,3.263226,-38.07632,-37.252561
407.8,25.674194,2.820323,-37.252561,-37.510645
481.9,25.453571,2.873571,-37.510645,-37.864308
238.6,26.219355,3.612258,-37.864308,-37.675493
116.5,26.82,4.059333,-37.675493,-36.266667
166.6,27.664516,4.132258,-36.266667,-36.02383
123,26.93,3.619667,-36.02383,-36.402273
11.5,27.941935,4.732258,-36.402273,-36.936667
54.9,28.203226,5.088387,-36.936667,-37.944
54.3,28.096667,5.025667,-37.944,-39.907143
95.3,27.919355,5.033226,-39.907143,-34.465238
351,26.416667,3.480667,-34.465238,-39.066667
506.2,26.296774,3.567097,-39.066667,-36.351441
304.4,25.958065,3.652258,-36.351441,-37.075677
322,26.064286,3.485,-37.075677,-36.351441
371.9,26.406452,3.788387,-36.351441,-35.905111
180.4,26.86,3.909333,-35.905111,-37.721304
189.5,27.035484,3.605806,-37.721304,-32.245612
180.9,26.46,3.552,-32.245612,-32.711802
71.1,26.970968,4.244516,-32.711802,-32.711802
53.8,27.56129,4.849677,-32.711802,-31.620825
86,27.75,4.96,-31.620825,-26.228774
341.3,26.309677,3.874516,-26.228774,-26.84587
391,26.276667,3.658667,-26.84587,-26.69375
312.9,26.170968,3.66129,-26.69375,-27.979111
338,25.903226,3.735161,-27.979111,-33.8025
392.6,25.664286,3.207143,-33.8025,-36.067383
323.7,26.267742,3.949355,-36.067383,-34.106579
269.8,26.803333,4.056667,-34.106579,-34.198561
66.1,27.667742,4.390323,-34.198561,-30.49919
39.1,28.06,4.453333,-30.49919,-33.542726
25.1,27.912903,4.832903,-33.542726,-31.620825
1.7,28.248387,5.589355,-31.620825,-33.778309
7.1,28.743333,6.266333,-33.778309,-32.42476
40.7,29.474194,5.953548,-32.42476,-31.619285
126.2,28.27,4.850333,-31.619285,-34.417371
136.1,27.877419,4.633548,-34.417371,-31.00889
325.4,26.874194,3.765484,-31.00889,-31.235679
305.7,26.924138,3.935862,-31.235679,-30.772239
307.7,27.083871,4.009355,-30.772239,-30.726721
244.6,27.67,4.063667,-30.726721,-30.72129
26.2,29.154839,4.71,-30.72129,-30.178028
63.9,28.25,4.312,-30.178028,-30.242209
36.6,27.990323,4.837742,-30.242209,-30.063636
14.5,28.383871,5.419032,-30.063636,-30.260556
